NEIGHBOURHOOD_ID,neighbourhood_name,TOT_HOSPITALIZED,TOT_IN_ICU,TOT_INTUBATED,ACTIVE_CASES,FATAL_CASES,RESOLVED_CASES,TOTAL_CASES,INFECT_CLOSE_CONT,INFECT_OB_CONGR,INFECT_OB_HEALTH,INFECT_OB_OTHER,INFECT_NO_INFO,INFECT_COMMUNITY,INFECT_TRAVEL,INFECT_PENDING,P_FATALITY_RATE,P_Hospital_RATE,P_ICU_RATE,P_INFECT_CLOSE_CONT,P_INFECT_OB_CONGR,P_INFECT_OB_HEALTH,P_INFECT_OB_OTHER,P_INFECT_NO_INFO,P_INFECT_COMMUNITY,P_INFECT_TRAVEL,P_INFECT_PENDING,NBH_NIA_IND,NBH_SH_UNITS,NBH_SH_RGI,AGE1_0_to_14,AGE1_15_to_24,AGE1_25_to_54,AGE1_55_to_64,AGE1_65_to_84,AGE1_85_up,COMM_Vehicle_Driver,COMM_Vehicle_PASs,COMM_Public_Transit,COMM_Walk,COMM_Bicycle,COMM_Other,COMM_Tot,EDU_Tot,EDU_None,EDU_HS_Lower,EDU_High_School,EDU_College_Trades,EDU_University,DWEL_SD_House,DWEL_Apart,DWEL_Attached,DWEL_Movable,INCHH_Under_25000,INCHH_25000_50000,INCHH_50000_99999,INCHH_Over_100000,INCHH_25000_99999,INCIND_Pop_with_amount,INCIND_Population_15up,P_INCIND_Total_Avg,INCIND_pop_low_inc,P_INCIND_pop_low_inc,HH_1_Person,HH_2_Persons,HH_3_Persons,HH_4_Persons,HH_5_Persons,P_HH_Avg_Size,HH_Tot,IMM_Before_1981,IMM_1981_2000,IMM_2001_2016,IMM_Non_Imm,IMM_Non_Perm_res,IMM_No,IMM_Yes,IND_Cat_11,IND_Cat_21,IND_Cat_22,IND_Cat_23,IND_Cat_31,IND_Cat_41,IND_Cat_44,IND_Cat_48,IND_Cat_51,IND_Cat_52,IND_Cat_53,IND_Cat_54,IND_Cat_55,IND_Cat_56,IND_Cat_61,IND_Cat_62,IND_Cat_71,IND_Cat_72,IND_Cat_81,IND_Cat_91,IND_Tot,IND_Ess_Yes,IND_Ess_NO,OCC_NA,OCC_Cat_0,OCC_Cat_1,OCC_Cat_2,OCC_Cat_3,OCC_Cat_4,OCC_Cat_5,OCC_Cat_6,OCC_Cat_7,OCC_Cat_8,OCC_Cat_9,OCC_Tot,OCC_Ess_No,OCC_Ess_Yes,VM_Black,VM_South_ASian,VM_EASt_ASian,VM_SOUTheASt_ASian,VM_West_ASian,VM_Latin_American,VM_Multiple,VM_Not_Vismin,VM_Other,VM_Mult_Oth,VM_No,VM_Yes,POP_population,POP_land_area,POP_density,AGE_00_to_19,AGE_20_to_39,AGE_40_to_64,AGE_65_UP,P_AGE1_0_to_14,P_AGE1_15_to_24,P_AGE1_25_to_54,P_AGE1_55_to_64,P_AGE1_65_to_84,P_AGE1_85_UP,P_AGE_00_to_19,P_AGE_20_to_39,P_AGE_40_to_64,P_AGE_65_up,P_COMM_Bicycle,P_COMM_Other,P_COMM_Public_Transit,P_COMM_Vehicle_Driver,P_COMM_Vehicle_PASs,P_COMM_Walk,P_DWEL_Apart,P_DWEL_Attached,P_DWEL_Movable,P_DWEL_SD_House,P_EDU_College_Trades,P_EDU_High_School,P_EDU_HS_Lower,P_EDU_None,P_EDU_University,P_HH_1_Person,P_HH_2_Persons,P_HH_3_Persons,P_HH_4_Persons,P_HH_5_Persons,P_IMM_1981_2000,P_IMM_2001_2016,P_IMM_Before_1981,P_IMM_Non_Imm,P_IMM_1Non_Perm_Res,P_IMM_Yes,P_IMM_No,P_INC_25000_50000,P_INC_50000_99999,P_INC_Over_100000,P_INC_Under_25000,P_INC_25000_99999,P_IND_Cat_11,P_IND_Cat_21,P_IND_Cat_22,P_IND_Cat_23,P_IND_Cat_31,P_IND_Cat_41,P_IND_Cat_44,P_IND_Cat_48,P_IND_Cat_51,P_IND_Cat_52,P_IND_Cat_53,P_IND_Cat_54,P_IND_Cat_55,P_IND_Cat_56,P_IND_Cat_61,P_IND_Cat_62,P_IND_Cat_71,P_IND_Cat_72,P_IND_Cat_81,P_IND_Cat_91,P_IND_Ess_Yes,P_IND_Ess_No,P_NBH_SH_UNITS,NIA_IND,P_OCC_0,P_OCC_1,P_OCC_2,P_OCC_3,P_OCC_4,P_OCC_5,P_OCC_6,P_OCC_7,P_OCC_8,P_OCC_9,P_OCC_NA,P_OCC_Ess_Yes,P_OCC_Ess_No,P_VM_Black,P_VM_EASt_ASian,P_VM_Latin_American,P_VM_Multiple,P_VM_Not_Vismin,P_VM_Other,P_VM_SOUTh_ASian,P_VM_SOUTheASt_ASian,P_VM_West_ASian,P_VM_No,P_VM_Yes,P_VM_Mult_Oth,INFECTION_RATE
11,Eringate-Centennial-West Deane,28,1,1,27,8,402,437,34,1,18,24,140,100,7,6,0.0183066362,0.0640732265,0.0022883295,0.0778032037,0.0022883295,0.0411899314,0.0549199085,0.3203661327,0.2288329519,0.0160183066,0.0137299771,0,0,0,"2,635","2,405","6,910","2,855","3,765",565,"5,980",465,"1,945",180,35,75,"8,665","9,755",685,2895,"2,210",2640,4225,"3,925","1,785","1,165",0,505,1160,2210,2985,3370,"15,180","15,905","47,002","1,385",8,"1,430","2,140","1,340","1,290",655,3,"6,860","2,775",3265,2160,"10,180",145,10325,8200,10,0,90,735,785,450,"1,035",625,310,645,205,905,15,520,935,940,220,505,445,475,"9,850",5590,4260,260,"1,165","1,825",835,580,"1,190",415,"2,235","1,205",90,310,"10,105",5430,4680,975,"1,275",1280,555,270,400,275,"13,395",65,550,"13,395",5095,"18,588",9,"2,171",3805,4165,6845,3785,0.1417581235,0.1293845492,0.371745212,0.1535937164,0.2025500323,0.0303959544,0.2047019583,0.224069292,0.3682483323,0.2036259953,0.0040392383,0.0086555107,0.2244662435,0.6901327178,0.0536641662,0.0207732256,0.2602040816,0.1698250729,0,0.5721574344,0.2706304459,0.2265504869,0.2967708867,0.0702203998,0.433111225,0.2084548105,0.3119533528,0.195335277,0.1880466472,0.0954810496,0.1756509576,0.1162040026,0.1492898644,0.5476651603,0.0078007317,0.4411448246,0.555465892,0.1690962099,0.3221574344,0.4351311953,0.0736151603,0.4912536443,0.0010152284,0,0.0091370558,0.0746192893,0.0796954315,0.0456852792,0.1050761421,0.0634517766,0.0314720812,0.0654822335,0.0208121827,0.0918781726,0.0015228426,0.0527918782,0.0949238579,0.0954314721,0.0223350254,0.0512690355,0.045177665,0.0482233503,0.5675126904,0.4324873096,0,0,0.1152894607,0.1806036616,0.0826323602,0.0573973281,0.1177634834,0.0410687778,0.2211776348,0.1192478971,0.0089064819,0.0306778822,0.0257298367,0.4631370609,0.5373577437,0.0524531956,0.0688616312,0.0215192597,0.0147944911,0.7206262105,0.0034968797,0.0685926404,0.0298579729,0.0145255003,0.7206262105,0.2741015709,0.0295889821,0.024
12,Markland Wood,15,2,2,18,6,176,200,11,4,23,5,64,50,3,8,0.03,0.075,0.01,0.055,0.02,0.115,0.025,0.32,0.25,0.015,0.04,0,0,0,"1,340","1,165","3,600","1,735","2,705",535,"3,025",275,"1,085",180,40,55,"4,665","5,335",235,1240,"1,005",1435,2640,"1,780","2,025",500,0,305,750,1365,1875,2115,"8,785","9,110","62,378",670,6,"1,180","1,455",720,675,285,2,"4,305","1,405",1435,1050,"6,505",60,6565,3890,10,0,50,350,365,255,570,315,190,430,140,650,10,210,530,435,155,245,175,265,"5,345",2665,2685,105,730,965,570,235,705,260,"1,115",640,25,105,"5,445",3230,2225,180,230,545,150,95,135,35,"9,060",35,70,"9,060",1405,"10,554",3,"3,614",1915,1970,3940,2715,0.1269660792,0.1103846883,0.3411028994,0.1643926473,0.2563009286,0.0506916809,0.1814477923,0.1866590866,0.3733181732,0.2572484366,0.0085744909,0.011789925,0.2325830654,0.6484458735,0.0589496249,0.038585209,0.4703832753,0.1161440186,0,0.4134727062,0.2689784442,0.1883786317,0.2324273664,0.0440487348,0.4948453608,0.2740998839,0.3379790941,0.1672473868,0.1567944251,0.0662020906,0.1359674057,0.0994883457,0.1331248816,0.616353989,0.0056850483,0.3685806329,0.6220390373,0.1742160279,0.3170731707,0.4355400697,0.0708478513,0.4912891986,0.0018709074,0,0.009354537,0.0654817587,0.0682881197,0.0477081384,0.1066417212,0.0589335828,0.0355472404,0.0804490178,0.0261927035,0.1216089804,0.0018709074,0.0392890552,0.0991580917,0.0813844715,0.0289990645,0.0458372311,0.0327408793,0.0495790458,0.4985968195,0.5023386342,0,0,0.1340679522,0.1772268136,0.1046831956,0.0431588613,0.129476584,0.0477502296,0.204775023,0.1175390266,0.0045913682,0.0192837466,0.0192837466,0.4086317723,0.593204775,0.017055145,0.0516391889,0.0127913587,0.0033162782,0.8584422968,0.0033162782,0.0217926852,0.0142126208,0.0090013265,0.8584422968,0.1331248816,0.0066325564,0.019
13,Etobicoke West Mall,27,4,3,18,30,479,527,26,2,99,13,180,127,2,4,0.0569259962,0.0512333966,0.0075901328,0.0493358634,0.0037950664,0.1878557875,0.0246679317,0.3415559772,0.2409867173,0.0037950664,0.0075901328,0,200,198,"1,695","1,460","5,025","1,600","2,060",505,"3,185",315,"1,750",200,65,45,"5,550","6,620",780,2300,"1,520",1765,2550,965,"3,160",450,0,630,1055,1715,1200,2770,"9,270","9,780","38,255","1,685",15,"1,285","1,365",875,685,375,3,"4,585","1,235",2105,2470,"5,415",250,5665,5810,10,0,20,430,570,300,645,475,130,375,135,580,10,410,405,525,135,530,275,265,"6,220",3860,2365,200,525,"1,065",595,305,595,225,"1,735",910,45,220,"6,420",3005,3415,790,"1,165",660,790,460,445,100,"6,950",115,200,"6,950",4525,"11,848",2,"6,582",2370,3360,4080,2070,0.1430621202,0.123227549,0.4241222147,0.1350438893,0.1738690074,0.0426232275,0.200033761,0.2835921675,0.3443619176,0.1747130317,0.0117117117,0.0081081081,0.3153153153,0.5738738739,0.0567567568,0.036036036,0.6892039258,0.0981461287,0,0.2104689204,0.2666163142,0.2296072508,0.3474320242,0.1178247734,0.3851963746,0.280261723,0.2977099237,0.1908396947,0.1494002181,0.0817884406,0.1776671168,0.2084740041,0.104237002,0.4570391627,0.0211006077,0.4903781229,0.4781397704,0.2300981461,0.3740458015,0.2617230098,0.1374045802,0.6041439477,0.001607717,0,0.0032154341,0.0691318328,0.0916398714,0.0482315113,0.1036977492,0.0763665595,0.0209003215,0.0602893891,0.0217041801,0.0932475884,0.001607717,0.0659163987,0.0651125402,0.0844051447,0.0217041801,0.0852090032,0.0442122186,0.0426045016,0.6205787781,0.3802250804,0.0022283874,0,0.0817757009,0.1658878505,0.0926791277,0.0475077882,0.0926791277,0.035046729,0.2702492212,0.1417445483,0.0070093458,0.0342679128,0.031152648,0.5319314642,0.4680685358,0.0666779203,0.0557056043,0.0375590817,0.0084402431,0.586596894,0.0097062795,0.0983288319,0.0666779203,0.0388251182,0.586596894,0.3819209993,0.0168804862,0.044
14,Islington-City Centre West,95,13,9,47,74,1375,1496,101,7,286,40,485,347,14,15,0.0494652406,0.0635026738,0.0086898396,0.067513369,0.0046791444,0.1911764706,0.0267379679,0.324197861,0.2319518717,0.0093582888,0.010026738,0,1240,1178,"5,820","4,695","20,640","5,400","7,405","1,480","11,775",975,"8,205",795,90,195,"22,055","26,055","1,565",6400,"4,835",6255,13425,"5,175","12,345","1,790",0,2650,3635,6605,6470,10240,"36,115","37,405","52,787","5,600",13,"6,655","6,405","2,960","2,225","1,095",2,"19,320","4,840",6810,7920,"22,450","1,195",23645,19570,30,45,95,"1,690","1,510","1,055","2,335","1,365","1,025","2,115",775,"3,265",55,"1,305","1,840","2,330",510,"1,550",905,"1,110","24,985",12990,11920,690,"3,295","5,000","2,460","1,400","2,930","1,005","5,760","2,325",180,635,"25,665",14690,10990,"3,055","3,525",3690,2165,1210,"1,330",530,"27,195",570,1060,"27,195",16075,"43,965",16,"2,712",7765,14375,14460,7410,0.132378028,0.1067894916,0.4694643466,0.1228249744,0.1684294325,0.0336631411,0.1766177641,0.326964631,0.328897987,0.1685431593,0.0040807073,0.0088415325,0.3720244842,0.5338925414,0.0442076627,0.036046248,0.6389751553,0.0926501035,0,0.2678571429,0.2400690846,0.1855689887,0.2456342353,0.0600652466,0.5152561888,0.3444616977,0.3315217391,0.1532091097,0.1151656315,0.0566770186,0.15489594,0.1801432958,0.1100875697,0.5106334584,0.0271807119,0.4451268054,0.5378141704,0.1881469979,0.341873706,0.3348861284,0.1371635611,0.5300207039,0.0012007204,0.0018010806,0.0038022814,0.0676405844,0.0604362618,0.0422253352,0.0934560736,0.0546327797,0.0410246148,0.0846507905,0.0310186112,0.130678407,0.0022013208,0.0522313388,0.0736441865,0.0932559536,0.0204122473,0.0620372223,0.036221733,0.044426656,0.5199119472,0.4770862518,0.0138160021,0,0.1283849601,0.1948178453,0.0958503799,0.0545489967,0.1141632574,0.0391583869,0.2244301578,0.0905902981,0.0070134424,0.0247418664,0.0268848627,0.428209624,0.5723748295,0.069487092,0.0839303992,0.0302513363,0.0120550438,0.6185602184,0.0129648584,0.0801774139,0.0492437166,0.0275218924,0.6185602184,0.3656317525,0.0241100876,0.034
15,Kingsway South,20,1,1,5,6,145,156,10,0,58,9,45,15,2,1,0.0384615385,0.1282051282,0.0064102564,0.0641025641,0,0.3717948718,0.0576923077,0.2884615385,0.0961538462,0.0128205128,0.0064102564,0,0,0,"1,580","1,100","3,245","1,345","1,995",325,"2,210",120,"1,185",115,30,50,"3,735","4,615",50,505,455,710,3390,"2,310",790,485,0,210,320,730,2345,1050,"7,295","7,590","144,642",380,4,850,"1,205",550,695,275,3,"3,580","1,055",540,340,"7,115",80,7195,1935,0,10,20,175,260,245,375,95,170,680,195,840,30,175,385,405,110,165,170,190,"4,690",1820,2875,100,"1,170",965,345,290,680,245,810,135,20,35,"4,790",3405,1390,80,205,480,135,60,55,95,"8,060",0,190,"8,060",1110,"9,271",3,"3,593",2190,1610,3485,2005,0.1704239025,0.1186495524,0.3500161795,0.1450760436,0.2151871427,0.0350555496,0.2362204724,0.1736597994,0.3759033545,0.216265775,0.0080321285,0.0133868809,0.3172690763,0.5917001339,0.0321285141,0.030789826,0.2206703911,0.1354748603,0,0.6452513966,0.1538461538,0.0985915493,0.1094257855,0.0108342362,0.7345612134,0.2374301676,0.3365921788,0.1536312849,0.1941340782,0.0768156425,0.0582461439,0.036673498,0.113795707,0.7674468774,0.0086290584,0.2087153489,0.7760759357,0.0893854749,0.2039106145,0.655027933,0.0586592179,0.2932960894,0,0.0021321962,0.0042643923,0.0373134328,0.0554371002,0.052238806,0.0799573561,0.0202558635,0.0362473348,0.144989339,0.0415778252,0.1791044776,0.0063965885,0.0373134328,0.0820895522,0.0863539446,0.0234541578,0.0351812367,0.0362473348,0.0405117271,0.3880597015,0.6130063966,0,0,0.2442588727,0.2014613779,0.0720250522,0.0605427975,0.1419624217,0.0511482255,0.1691022965,0.0281837161,0.0041753653,0.0073068894,0.0208768267,0.2901878914,0.7108559499,0.0086290584,0.0517743501,0.0059324776,0.0102470068,0.8693776292,0,0.022111962,0.014561536,0.0064717938,0.8693776292,0.1197281847,0.0204940136,0.017
16,Stonegate-Queensway,14,0,0,21,5,404,430,26,3,59,22,144,104,7,7,0.011627907,0.0325581395,0,0.0604651163,0.0069767442,0.1372093023,0.0511627907,0.3348837209,0.2418604651,0.0162790698,0.0162790698,0,129,80,"4,060","2,495","10,660","3,660","4,165",750,"7,090",440,"3,505",380,235,115,"11,750","14,260",855,3345,"2,490",3475,7430,"5,790","1,035","3,550",0,1245,1850,2810,4470,4660,"20,060","20,840","64,140","2,360",10,"3,025","3,300","1,765","1,710",590,2,"10,375","2,935",2790,2905,"15,905",355,16260,8630,35,25,95,"1,015",875,580,"1,265",620,490,"1,190",445,"1,880",60,560,"1,220","1,255",280,695,600,610,"13,760",6885,6910,295,"2,090","2,475","1,075",855,"1,815",780,"2,935","1,370",90,270,"14,060",8235,5815,585,925,945,785,285,400,275,"20,310",400,550,"20,310",4600,"25,051",8,"3,199",5270,5905,9650,4185,0.1620693785,0.0995968225,0.4255319149,0.146101952,0.1662608279,0.0299389246,0.2103708435,0.235719133,0.3852141631,0.1670591992,0.02,0.009787234,0.2982978723,0.6034042553,0.0374468085,0.0323404255,0.0997590361,0.3421686747,0,0.5580722892,0.2436886396,0.1746143058,0.23457223,0.0599579243,0.5210378682,0.2915662651,0.3180722892,0.1701204819,0.1648192771,0.0568674699,0.1113727995,0.1159634346,0.1171609916,0.6349047942,0.014171091,0.3444972257,0.6490758852,0.178313253,0.2708433735,0.4308433735,0.12,0.4491566265,0.0025436047,0.0018168605,0.0069040698,0.0737645349,0.0635901163,0.0421511628,0.0919331395,0.0450581395,0.0356104651,0.0864825581,0.0323401163,0.136627907,0.0043604651,0.0406976744,0.0886627907,0.0912063953,0.0203488372,0.0505087209,0.0436046512,0.0443313953,0.5003633721,0.5021802326,0.0014373099,0,0.1486486486,0.1760312945,0.076458037,0.0608108108,0.1290896159,0.0554765292,0.2087482219,0.0974395448,0.006401138,0.0192034139,0.0209815078,0.4135846373,0.5857041252,0.0233523612,0.037723045,0.0159674265,0.0109776057,0.810746078,0.0159674265,0.0369246737,0.0313360744,0.0113767913,0.810746078,0.1836254042,0.0219552114,0.017
17,Mimico (includes Humber Bay Shores),52,11,9,34,26,839,899,84,86,83,38,282,204,16,10,0.0289210234,0.0578420467,0.0122358176,0.0934371524,0.0956618465,0.0923248053,0.042269188,0.3136818687,0.2269187987,0.0177975528,0.0111234705,0,879,779,"3,505","3,010","17,695","4,620","5,160",565,"11,095",760,"5,040",505,310,265,"17,975","21,870","1,600",5665,"4,065",5860,10350,"2,255","10,810","4,710",0,3315,3350,5670,5450,9020,"29,010","29,845","54,438","5,210",16,"8,220","5,925","2,010","1,160",450,2,"17,775","3,610",4810,5010,"18,925",940,19865,13430,45,35,55,"1,240","1,455","1,095","1,985","1,045",950,"1,605",730,"2,825",50,"1,060","1,395","1,825",480,"1,180",830,870,"20,725",10620,10135,450,"3,465","3,780","1,660","1,115","2,420","1,100","4,520","2,030",95,520,"21,160",12425,8730,"1,730","1,865",2350,1550,675,985,445,"22,915",760,890,"22,915",10360,"33,964",7,"4,915",4520,12260,12040,5160,0.1031975032,0.0886232481,0.5209928159,0.1360263809,0.1519255682,0.0166352609,0.1330820869,0.3609704393,0.3544929926,0.1519255682,0.0172461752,0.0147426982,0.2803894298,0.6172461752,0.0422809458,0.0280945758,0.6081575246,0.264978903,0,0.1268635724,0.2679469593,0.1858710562,0.2590306356,0.0731595793,0.4732510288,0.4624472574,0.3333333333,0.1130801688,0.0652601969,0.0253164557,0.1416205394,0.1475091273,0.1062890119,0.5572076316,0.0276763632,0.3954186786,0.5848839948,0.188466948,0.3189873418,0.3066104079,0.1864978903,0.5074542897,0.0021712907,0.0016887817,0.0026537998,0.0598311218,0.0702050663,0.0528347407,0.0957780458,0.0504221954,0.0458383595,0.0774427021,0.0352231604,0.1363088058,0.0024125452,0.051145959,0.0673100121,0.0880579011,0.0231604343,0.0569360676,0.0400482509,0.0419782871,0.512424608,0.4890229192,0.0097937627,0,0.1637523629,0.1786389414,0.0784499055,0.0526937618,0.1143667297,0.0519848771,0.213610586,0.0959357278,0.004489603,0.0245746692,0.0212665406,0.4125708885,0.5871928166,0.0509362855,0.069190908,0.0290012955,0.0131021081,0.6746849605,0.0223766341,0.0549110823,0.0456365564,0.0198739842,0.6746849605,0.3050288541,0.0262042162,0.026
18,New Toronto,20,2,2,7,17,295,319,21,1,85,8,91,60,3,5,0.0532915361,0.0626959248,0.0062695925,0.065830721,0.0031347962,0.2664576803,0.0250783699,0.2852664577,0.1880877743,0.0094043887,0.0156739812,0,1010,753,"1,610","1,390","5,215","1,580","1,525",140,"2,995",240,"1,815",265,155,60,"5,520","6,760",710,2185,"1,475",1960,2620,"1,555","1,180","2,635",0,1390,1260,1415,1335,2675,"9,240","9,675","44,101","2,440",22,"2,200","1,620",740,525,275,2,"5,370",885,1595,1495,"6,975",345,7320,3975,15,0,25,420,455,320,645,345,280,375,170,495,10,360,525,535,185,475,270,340,"6,270",3505,2740,185,760,"1,035",480,200,780,425,"1,605",730,50,210,"6,460",3480,2980,"1,250",590,455,510,125,290,180,"7,675",220,360,"7,675",3620,"11,463",3,"3,342",2150,3520,4125,1530,0.1404518887,0.1212597051,0.4549419873,0.1378347727,0.1330367269,0.0122132077,0.1875599756,0.3070749368,0.3598534415,0.1334729129,0.0280797101,0.0108695652,0.3288043478,0.5425724638,0.0434782609,0.0480072464,0.2197392924,0.490689013,0,0.2895716946,0.2899408284,0.2181952663,0.3232248521,0.1050295858,0.3875739645,0.4096834264,0.3016759777,0.1378026071,0.0977653631,0.0512104283,0.1391433307,0.1304196109,0.0772049202,0.6084794556,0.0300968333,0.3467678618,0.6385762889,0.2346368715,0.2635009311,0.248603352,0.2588454376,0.4981378026,0.0023923445,0,0.0039872408,0.0669856459,0.0725677831,0.0510366826,0.1028708134,0.0550239234,0.0446570973,0.0598086124,0.0271132376,0.0789473684,0.0015948963,0.0574162679,0.0837320574,0.0853269537,0.0295055821,0.0757575758,0.043062201,0.0542264753,0.5590111643,0.4370015949,0.0112533565,0,0.1176470588,0.1602167183,0.0743034056,0.0309597523,0.1207430341,0.0657894737,0.2484520124,0.113003096,0.0077399381,0.0325077399,0.0286377709,0.4613003096,0.5386996904,0.1090464974,0.0396929251,0.0252987874,0.0157026956,0.6695454942,0.0191921835,0.0514699468,0.044490971,0.0109046497,0.6695454942,0.3157986565,0.0314053913,0.028
19,Long Branch,10,4,3,10,4,167,181,23,2,20,3,53,43,5,4,0.0220994475,0.0552486188,0.0220994475,0.1270718232,0.0110497238,0.1104972376,0.0165745856,0.2928176796,0.2375690608,0.0276243094,0.0220994475,0,106,73,"1,335","1,130","4,705","1,520","1,405",140,"3,145",230,"1,585",175,110,45,"5,290","6,205",620,2065,"1,445",1775,2365,"1,480","1,135","2,195",0,850,1090,1595,1260,2685,"8,465","8,725","47,384","1,520",15,"1,870","1,575",695,485,185,2,"4,820",960,1290,1185,"6,415",210,6625,3435,20,0,25,385,520,350,635,330,190,290,145,680,25,340,465,500,190,375,275,245,"5,980",3360,2625,175,715,"1,035",505,325,635,355,"1,395",770,85,190,"6,160",3245,2940,470,330,235,535,160,255,85,"7,760",225,170,"7,760",2295,"10,084",2,"4,584",1760,3120,3805,1410,0.1323879413,0.1120587069,0.4665807219,0.1507338358,0.1393296311,0.0138833796,0.1745339151,0.3094010313,0.3773304244,0.1398254661,0.0207939509,0.0085066163,0.2996219282,0.5945179584,0.0434782609,0.0330812854,0.2354771784,0.4553941909,0,0.3070539419,0.2860596293,0.2328767123,0.3327961322,0.0999194198,0.3811442385,0.387966805,0.3267634855,0.1441908714,0.1006224066,0.0383817427,0.1279254264,0.1175128917,0.0952003173,0.6361562872,0.0208250694,0.3406386355,0.6569813566,0.2261410788,0.3309128631,0.2614107884,0.1763485477,0.5570539419,0.0033444816,0,0.004180602,0.0643812709,0.0869565217,0.0585284281,0.106187291,0.0551839465,0.0317725753,0.0484949833,0.0242474916,0.1137123746,0.004180602,0.0568561873,0.0777591973,0.0836120401,0.0317725753,0.0627090301,0.0459866221,0.0409698997,0.5618729097,0.4389632107,0.0011810453,0,0.1160714286,0.1680194805,0.0819805195,0.0527597403,0.1030844156,0.0576298701,0.226461039,0.125,0.0137987013,0.0308441558,0.0284090909,0.4772727273,0.5267857143,0.0466084887,0.0233042443,0.0252875843,0.0084291948,0.7695358985,0.0223125744,0.0327251091,0.0530543435,0.0158667196,0.7695358985,0.2275882586,0.0168583895,0.018
20,Alderwood,13,2,2,3,5,258,266,21,1,26,11,107,48,1,1,0.0187969925,0.0488721805,0.007518797,0.0789473684,0.0037593985,0.0977443609,0.0413533835,0.4022556391,0.1804511278,0.0037593985,0.0037593985,0,77,39,"1,760","1,235","5,220","1,825","2,015",320,"4,090",355,"1,285",195,65,65,"6,045","6,970",795,2620,"1,825",2180,2175,"2,840",255,"1,525",0,415,800,1480,1920,2280,"9,915","10,265","47,709",850,7,"1,105","1,440",885,795,390,3,"4,620","1,715",1375,885,"7,975",85,8060,3975,10,15,40,615,695,300,800,420,240,380,145,530,20,360,495,515,155,335,295,325,"6,695",4035,2655,130,840,"1,150",405,295,735,280,"1,535","1,045",60,350,"6,825",3410,3415,300,540,375,670,110,180,180,"9,535",140,360,"9,535",2495,"12,054",5,"2,435",2330,3115,4580,2010,0.1460096234,0.1024556164,0.4330512693,0.1514020242,0.1671644267,0.0265472042,0.1932968309,0.2584204413,0.3799568608,0.1667496267,0.0107526882,0.0107526882,0.2125723739,0.676592225,0.05872622,0.0322580645,0.0551948052,0.3300865801,0,0.6147186147,0.31276901,0.2618364419,0.3758967001,0.1140602582,0.3120516499,0.2391774892,0.3116883117,0.1915584416,0.1720779221,0.0844155844,0.1140700183,0.0734196117,0.1422764228,0.6616061059,0.0070516011,0.3297660528,0.668657707,0.1731601732,0.3203463203,0.4155844156,0.0898268398,0.4935064935,0.001493652,0.002240478,0.0059746079,0.0918595967,0.1038088125,0.0448095594,0.1194921583,0.0627333831,0.0358476475,0.0567587752,0.0216579537,0.0791635549,0.002987304,0.0537714712,0.073935773,0.0769230769,0.0231516057,0.0500373413,0.0440627334,0.0485436893,0.6026885736,0.3965646004,0.0008579292,0,0.1230769231,0.1684981685,0.0593406593,0.0432234432,0.1076923077,0.041025641,0.2249084249,0.1531135531,0.0087912088,0.0512820513,0.019047619,0.5003663004,0.4996336996,0.024888004,0.031110005,0.0149328024,0.0149328024,0.7910237266,0.0116144019,0.0447984072,0.0555832089,0.0091256015,0.7910237266,0.2069852331,0.0298656048,0.022
21,Humber Summit,39,6,3,25,9,830,864,65,3,25,34,316,208,5,7,0.0104166667,0.0451388889,0.0069444444,0.0752314815,0.0034722222,0.0289351852,0.0393518519,0.3657407407,0.2407407407,0.005787037,0.0081018519,1,133,114,"2,155","1,720","4,855","1,315","2,380",260,"3,225",365,"1,305",95,10,35,"5,050","6,200","1,395",3265,"1,870",1585,1360,525,710,"2,655",5,445,1120,1365,980,2485,"9,665","10,260","30,731","1,990",16,635,"1,015",720,735,800,3,"3,900","2,195",2200,2890,"4,860",265,5125,7285,10,20,40,455,885,210,725,535,85,190,95,215,10,405,260,435,100,465,335,80,"5,515",4240,1315,240,335,785,230,230,395,85,"1,615","1,140",20,690,"5,755",1830,3935,"1,835","3,590",180,785,460,895,170,"4,265",235,340,"4,265",8150,"12,416",8,"1,570",2970,3240,3820,2395,0.173566366,0.1385309278,0.3910277062,0.1059117268,0.1916881443,0.0209407216,0.2392074742,0.2609536082,0.3076675258,0.1928962629,0.001980198,0.0069306931,0.2584158416,0.6386138614,0.0722772277,0.0188118812,0.1820512821,0.6807692308,0.0012820513,0.1346153846,0.2556451613,0.3016129032,0.5266129032,0.225,0.2193548387,0.1628205128,0.2602564103,0.1846153846,0.1884615385,0.2051282051,0.1771907216,0.2327641753,0.1767880155,0.3914304124,0.0213434278,0.5867429124,0.4127738402,0.2871794872,0.35,0.2512820513,0.1141025641,0.6371794872,0.0018132366,0.0036264733,0.0072529465,0.0825022665,0.1604714415,0.0380779692,0.1314596555,0.0970081596,0.0154125113,0.0344514959,0.017225748,0.0389845875,0.0018132366,0.0734360834,0.0471441523,0.0788757933,0.0181323663,0.0843155032,0.060743427,0.014505893,0.76881233,0.2384406165,0.0014818776,1,0.058210252,0.1364031277,0.0399652476,0.0399652476,0.0686359687,0.0147697654,0.280625543,0.1980886186,0.0034752389,0.1198957428,0.0417028671,0.683753258,0.3179843614,0.1477931701,0.0144974227,0.0720844072,0.0136920103,0.3435083763,0.0189271907,0.2891430412,0.0632248711,0.0370489691,0.3435083763,0.6564110825,0.0273840206,0.070
